"","date","Y"
"1",1996-01-01,84.7942125183753
"2",1996-02-01,81.7471889990572
"3",1996-03-01,78.2807529350919
"4",1996-04-01,78.9853390505108
"5",1996-05-01,79.6991016145932
"6",1996-06-01,76.0778558452392
"7",1996-07-01,81.3584888496796
"8",1996-08-01,79.2546036822734
"9",1996-09-01,78.0594653177741
"10",1996-10-01,80.2462951936387
"11",1996-11-01,80.4212496764379
"12",1996-12-01,78.435446351403
"13",1997-01-01,84.0842125183753
"14",1997-02-01,83.3871889990572
"15",1997-03-01,81.8207529350919
"16",1997-04-01,87.6553390505108
"17",1997-05-01,83.5191016145932
"18",1997-06-01,81.7778558452391
"19",1997-07-01,85.2284888496796
"20",1997-08-01,86.6446036822734
"21",1997-09-01,83.7394653177741
"22",1997-10-01,86.5662951936387
"23",1997-11-01,87.2512496764379
"24",1997-12-01,81.605446351403
"25",1998-01-01,87.3142125183753
"26",1998-02-01,91.3271889990572
"27",1998-03-01,84.9407529350919
"28",1998-04-01,87.4753390505108
"29",1998-05-01,90.4791016145932
"30",1998-06-01,83.4078558452391
"31",1998-07-01,85.0184888496796
"32",1998-08-01,83.2146036822734
"33",1998-09-01,85.9894653177741
"34",1998-10-01,83.0662951936387
"35",1998-11-01,83.0212496764379
"36",1998-12-01,82.035446351403
"37",1999-01-01,87.0342125183753
"38",1999-02-01,87.7371889990572
"39",1999-03-01,83.2007529350919
"40",1999-04-01,85.8353390505108
"41",1999-05-01,91.8291016145932
"42",1999-06-01,88.8678558452391
"43",1999-07-01,99.5484888496796
"44",1999-08-01,95.9746036822734
"45",1999-09-01,96.2094653177741
"46",1999-10-01,98.0262951936387
"47",1999-11-01,95.6112496764379
"48",1999-12-01,100.535446351403
"49",2000-01-01,100.744212518375
"50",2000-02-01,103.737188999057
"51",2000-03-01,108.190752935092
"52",2000-04-01,107.365339050511
"53",2000-05-01,108.909101614593
"54",2000-06-01,106.907855845239
"55",2000-07-01,109.17848884968
"56",2000-08-01,112.964603682273
"57",2000-09-01,116.149465317774
"58",2000-10-01,113.256295193639
"59",2000-11-01,113.071249676438
"60",2000-12-01,117.345446351403
"61",2001-01-01,106.004212518375
"62",2001-02-01,109.017188999057
"63",2001-03-01,111.020752935092
"64",2001-04-01,98.8453390505108
"65",2001-05-01,103.589101614593
"66",2001-06-01,103.407855845239
"67",2001-07-01,97.6884888496796
"68",2001-08-01,96.5646036822734
"69",2001-09-01,94.7194653177741
"70",2001-10-01,93.3162951936387
"71",2001-11-01,97.4712496764379
"72",2001-12-01,98.585446351403
"73",2002-01-01,94.9642125183753
"74",2002-02-01,95.2371889990572
"75",2002-03-01,96.3107529350919
"76",2002-04-01,93.4353390505108
"77",2002-05-01,94.1691016145932
"78",2002-06-01,94.4678558452391
"79",2002-07-01,89.6884888496796
"80",2002-08-01,92.5246036822734
"81",2002-09-01,92.1294653177741
"82",2002-10-01,93.5362951936387
"83",2002-11-01,92.3712496764379
"84",2002-12-01,89.735446351403
"85",2003-01-01,94.7842125183753
"86",2003-02-01,92.8771889990572
"87",2003-03-01,90.8607529350919
"88",2003-04-01,91.9253390505108
"89",2003-05-01,90.0891016145932
"90",2003-06-01,93.4078558452391
"91",2003-07-01,93.3584888496796
"92",2003-08-01,93.8246036822734
"93",2003-09-01,96.9794653177741
"94",2003-10-01,96.8562951936387
"95",2003-11-01,97.2712496764379
"96",2003-12-01,97.735446351403
"97",2004-01-01,95.3242125183753
"98",2004-02-01,98.2371889990572
"99",2004-03-01,97.0707529350919
"100",2004-04-01,97.8853390505108
"101",2004-05-01,97.3991016145932
"102",2004-06-01,96.6178558452391
"103",2004-07-01,97.7684888496796
"104",2004-08-01,96.4246036822734
"105",2004-09-01,98.0794653177741
"106",2004-10-01,96.3162951936387
"107",2004-11-01,95.9812496764379
"108",2004-12-01,102.285446351403
"109",2005-01-01,97.0942125183753
"110",2005-02-01,96.5271889990572
"111",2005-03-01,97.4807529350919
"112",2005-04-01,98.5653390505108
"113",2005-05-01,96.0591016145932
"114",2005-06-01,101.307855845239
"115",2005-07-01,100.81848884968
"116",2005-08-01,100.204603682273
"117",2005-09-01,103.449465317774
"118",2005-10-01,102.086295193639
"119",2005-11-01,103.281249676438
"120",2005-12-01,103.135446351403
"121",2006-01-01,104.604212518375
"122",2006-02-01,105.827188999057
"123",2006-03-01,108.100752935092
"124",2006-04-01,109.865339050511
"125",2006-05-01,107.909101614593
"126",2006-06-01,111.587855845239
"127",2006-07-01,109.49848884968
"128",2006-08-01,107.434603682273
"129",2006-09-01,114.449465317774
"130",2006-10-01,114.246295193639
"131",2006-11-01,109.921249676438
"132",2006-12-01,109.105446351403
"133",2007-01-01,109.374212518375
"134",2007-02-01,110.067188999057
"135",2007-03-01,117.680752935092
"136",2007-04-01,111.085339050511
"137",2007-05-01,113.289101614593
"138",2007-06-01,115.377855845239
"139",2007-07-01,110.44848884968
"140",2007-08-01,110.914603682273
"141",2007-09-01,114.529465317774
"142",2007-10-01,113.946295193639
"143",2007-11-01,112.081249676438
"144",2007-12-01,115.875446351403
"145",2008-01-01,114.894212518375
"146",2008-02-01,111.197188999057
"147",2008-03-01,113.280752935092
"148",2008-04-01,115.165339050511
"149",2008-05-01,108.039101614593
"150",2008-06-01,110.197855845239
"151",2008-07-01,105.31848884968
"152",2008-08-01,106.114603682273
"153",2008-09-01,102.149465317774
"154",2008-10-01,101.156295193639
"155",2008-11-01,96.3312496764379
"156",2008-12-01,89.915446351403
"157",2009-01-01,82.8242125183753
"158",2009-02-01,81.1571889990572
"159",2009-03-01,78.3607529350919
"160",2009-04-01,80.5153390505108
"161",2009-05-01,78.9391016145932
"162",2009-06-01,77.8778558452391
"163",2009-07-01,81.4584888496796
"164",2009-08-01,82.2046036822734
"165",2009-09-01,80.7394653177741
"166",2009-10-01,81.7362951936387
"167",2009-11-01,84.3012496764379
"168",2009-12-01,91.255446351403
"169",2010-01-01,84.7242125183753
"170",2010-02-01,84.7071889990572
"171",2010-03-01,86.5807529350919
"172",2010-04-01,91.0453390505108
"173",2010-05-01,90.0391016145932
"174",2010-06-01,96.2078558452392
"175",2010-07-01,91.4284888496796
"176",2010-08-01,94.9846036822734
"177",2010-09-01,89.1494653177741
"178",2010-10-01,91.8162951936387
"179",2010-11-01,97.9812496764379
"180",2010-12-01,92.215446351403
"181",2011-01-01,98.0142125183753
"182",2011-02-01,95.1271889990572
"183",2011-03-01,96.4407529350919
"184",2011-04-01,95.8353390505108
"185",2011-05-01,98.2391016145932
"186",2011-06-01,95.1678558452392
"187",2011-07-01,95.3284888496796
"188",2011-08-01,94.4246036822734
"189",2011-09-01,87.6894653177741
"190",2011-10-01,88.9062951936387
"191",2011-11-01,89.5812496764379
"192",2011-12-01,87.075446351403
"193",2012-01-01,91.8842125183753
"194",2012-02-01,91.0071889990572
"195",2012-03-01,89.7607529350919
